player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
17814423,Amit Karande,3067973,MAVERICKS,8,8,85,30,12.14,1,97.70,87,RHB,2,8,0,0
16163644,Jayant Parkhi,3067980,STRIKERS,7,7,82,28,16.40,2,118.84,69,RHB,1,8,0,0
13737199,Monty Singh,3067975,Royal Warriors,5,5,74,43,18.50,1,129.82,57,RHB,0,8,0,0
6521732,Gaurav Pillai,3067980,STRIKERS,7,7,66,29,11.00,1,90.41,73,RHB,1,7,0,0
1519669,Ajit,3067979,PHOENIX,6,6,64,21,16.00,2,83.12,77,RHB,5,2,0,0
16132644,Swapnil Matte,3980744,Vikings,7,7,53,26,10.60,2,75.71,70,RHB,3,2,0,0
10654571,Arun Raghuwanshi,3980746,Royal Challengers,5,5,47,16,11.75,1,60.26,78,RHB,2,1,0,0
2638892,Siddhanth Parekh,3980744,Vikings,7,7,44,12,6.29,0,69.84,63,RHB,1,3,0,0
24593605,Pranav Bhor Rahul Arcus,3067973,MAVERICKS,8,8,44,12,5.50,0,133.33,33,RHB,1,6,0,0
19941285,Vinit Karande,3067980,STRIKERS,7,7,42,12,6.00,0,64.62,65,LHB,2,3,0,0
6406110,Ashish Pandit,3980744,Vikings,7,7,37,16,7.40,2,80.43,46,RHB,0,4,0,0
20047642,Amit Moon,3067973,MAVERICKS,8,5,35,30,7.00,0,116.67,30,RHB,2,3,0,0
3683944,Prashant Puri,3067979,PHOENIX,6,6,35,11,7.00,1,67.31,52,RHB,1,1,0,0
19940642,Dinesh Patil Rahul Arcus,3067973,MAVERICKS,8,7,35,12,5.83,1,61.40,57,RHB,2,2,0,0
8745736,Vishal Ratan Singh,3067973,MAVERICKS,8,7,34,14,5.67,1,53.97,63,RHB,0,2,0,0
3552794,Prasad Kale Kp45,3980746,Royal Challengers,5,5,30,18,6.00,0,68.18,44,RHB,1,2,0,0
850817,Eqhrishikesh Joshi,3980744,Vikings,7,5,28,12,9.33,2,65.12,43,RHB,1,1,0,0
1365178,Omkar Sinha,3980746,Royal Challengers,5,5,27,8,5.40,0,69.23,39,RHB,1,2,0,0
300110,TM Sachin Pimprikar,3980744,Vikings,5,4,24,20,6.00,0,77.42,31,RHB,1,2,0,0
10395215,Amol Khodke,3067975,Royal Warriors,5,5,23,14,4.60,0,52.27,44,RHB,2,1,0,0
21282541,Shubham Malusare,3067973,MAVERICKS,8,6,21,9,7.00,3,105.00,20,RHB,0,1,0,0
20121723,Jemin Arcus,3067980,STRIKERS,7,7,21,6,3.50,1,43.75,48,RHB,1,0,0,0
12299664,Sudarshan Patil,3067973,MAVERICKS,8,8,21,11,4.20,3,51.22,41,RHB,0,0,0,0
16199977,Shahaji Dhumal,3067979,PHOENIX,6,5,20,7,5.00,1,166.67,12,RHB,0,3,0,0
24593862,Harshad Dewate Rahul Arcus,3067975,Royal Warriors,5,5,19,13,4.75,1,95.00,20,RHB,0,2,0,0
2124876,Pushkar Sinha,3067980,STRIKERS,7,5,19,8,-,5,70.37,27,RHB,0,1,0,0
16132079,Gaurav Mishra,3067975,Royal Warriors,5,5,18,7,4.50,1,48.65,37,RHB,0,0,0,0
24593819,Khantil Dixit C1102 Rahul Arcus,3067979,PHOENIX,6,4,15,6,5.00,1,60.00,25,RHB,0,0,0,0
10393119,Amit Deshmukh,3067979,PHOENIX,6,3,14,7,4.67,0,93.33,15,RHB,0,1,0,0
10392885,Suchit Awalgaonkar,3067979,PHOENIX,6,4,14,5,3.50,0,41.18,34,RHB,0,0,0,0
7525808,Prashant A,3067979,PHOENIX,6,5,13,6,3.25,1,56.52,23,RHB,0,1,0,0
3881514,Raghav,3067975,Royal Warriors,5,5,12,10,2.40,0,66.67,18,RHB,0,1,0,0
2305613,Hrushikesh Thodge,3980744,Vikings,3,3,11,9,5.50,1,73.33,15,RHB,1,0,0,0
16132743,Bobby Venugopal,3067975,Royal Warriors,5,4,11,7,2.75,0,57.89,19,RHB,0,0,0,0
20339476,Dayanand Patil,3980746,Royal Challengers,5,5,11,7,2.75,1,44.00,25,RHB,1,0,0,0
16180968,Sagar Jadhav,3980744,Vikings,7,5,11,8,2.20,0,68.75,16,RHB,2,0,0,0
16199928,Pushkar Ramdasi,3067975,Royal Warriors,5,4,9,5,2.25,0,81.82,11,RHB,2,0,0,0
19940557,Harsh Bhandari Rahul Arcus,3067975,Royal Warriors,5,3,8,6,8.00,2,200.00,4,RHB,0,1,0,0
20339413,Gaurav Nayyar,3067980,STRIKERS,7,3,8,8,4.00,1,72.73,11,RHB,0,1,0,0
24593860,Mukesh Singh Arcus,3067975,Royal Warriors,5,5,8,6,2.00,1,42.11,19,RHB,0,1,0,0
10654570,Nilesh Changade,3067980,STRIKERS,7,6,7,2,1.75,2,35.00,20,RHB,0,0,0,0
22507739,Avinash,3980746,Royal Challengers,5,4,6,5,3.00,2,66.67,9,RHB,0,0,0,0
2290558,Rohit V Abbigeri,3980746,Royal Challengers,5,5,6,6,1.20,0,21.43,28,RHB,0,0,0,0
7814874,Sudarshan Kabra,3067973,MAVERICKS,8,5,6,3,2.00,2,30.00,20,RHB,0,0,0,0
24593743,Mayank Shrivastav B201 Rahul Arcus,3980744,Vikings,7,3,5,4,1.67,0,71.43,7,LHB,1,0,0,0
10392715,Rushikesh Saraf,3067979,PHOENIX,6,4,5,4,1.67,1,35.71,14,RHB,0,0,0,0
2798485,Dhiraj Deshmukh,3980744,Vikings,7,3,4,3,2.00,1,40.00,10,RHB,0,0,0,0
4746732,Aradhya Deshmukh,3980746,Royal Challengers,5,4,4,2,2.00,2,44.44,9,RHB,0,0,0,0
20121996,Vikas Kulkarni D602,3980746,Royal Challengers,5,4,4,2,1.00,0,30.77,13,RHB,0,0,0,0
4249093,Ravi,3980744,Vikings,7,4,4,4,1.00,0,33.33,12,RHB,0,0,0,0
24593737,Sunil Giram A Wing Rahul Arcus,3980744,Vikings,7,2,3,3,3.00,1,27.27,11,RHB,0,0,0,0
19940638,Bibhu Prasad Panda,3067979,PHOENIX,6,3,3,1,1.50,1,37.50,8,RHB,0,0,0,0
12298890,Indrajeet Saoji Rahul Arcus,3067979,PHOENIX,6,2,2,1,-,2,66.67,3,RHB,0,0,0,0
24593775,Abhishek Sajnani,3067973,MAVERICKS,8,3,2,1,2.00,2,50.00,4,RHB,0,0,0,0
13817283,Sahil Jadhavar,3067975,Royal Warriors,5,4,2,2,0.50,0,25.00,8,RHB,0,0,0,0
10393374,Akhil Parihar,3980744,Vikings,1,1,1,1,1.00,0,33.33,3,RHB,0,0,0,0
16199567,Amer Deep Gurung,3980746,Royal Challengers,5,1,1,1,-,1,100.00,1,RHB,0,0,0,0
10703577,Yogesh Pandit,3980746,Royal Challengers,5,1,1,1,-,1,100.00,1,RHB,0,0,0,0
12298915,Meherchandan Rohanekar,3067979,PHOENIX,6,1,1,1,-,1,33.33,3,RHB,0,0,0,0
2930709,Vishal,3067980,STRIKERS,7,1,1,1,1.00,0,33.33,3,RHB,0,0,0,0
24593769,Shantanu B103 Rahul Arcus,3067980,STRIKERS,7,1,1,1,-,1,100.00,1,RHB,0,0,0,0
26125292,Rahul Arcus Jayesh Kharat,3980744,Vikings,6,2,1,1,1.00,1,50.00,2,RHB,0,0,0,0
4814441,Ganesh Shaha,3067980,STRIKERS,7,2,1,1,1.00,1,33.33,3,RHB,0,0,0,0
24593609,Antak Kansal B307 Tenant,3067973,MAVERICKS,8,4,1,1,0.25,0,16.67,6,RHB,0,0,0,0
16163736,Abhir Joshi,3067980,STRIKERS,7,1,0,0,-,0,0.00,2,RHB,0,0,0,0
26007816,Chirag Rokade,3067975,Royal Warriors,5,3,0,0,-,1,0.00,4,RHB,0,0,0,0
2328786,Saurabh,3067975,Royal Warriors,1,0,0,0,-,0,0,0,RHB,0,0,0,0
