player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
10392885,Suchit Awalgaonkar,3067979,PHOENIX,7,7,67,20,16.75,3,97.10,69,RHB,2,4,0,0
1365178,Omkar Sinha,3067973,MAVERICKS,6,6,63,25,15.75,2,77.78,81,RHB,0,5,0,0
10392715,Rushikesh Saraf,3067975,Royal Warriors,6,6,59,21,9.83,0,96.72,61,RHB,1,6,0,0
2290558,Rohit V Abbigeri,3067975,Royal Warriors,6,6,58,35,11.60,1,138.10,42,RHB,2,6,0,0
2124876,Pushkar Sinha,3067980,STRIKERS,7,7,54,16,10.80,2,79.41,68,RHB,1,2,0,0
10395215,Amol Khodke,3067973,MAVERICKS,6,6,51,19,8.50,0,150.00,34,RHB,1,7,0,0
6406110,Ashish Pandit,3067979,PHOENIX,7,7,47,13,7.83,1,90.38,52,RHB,3,2,0,0
16163644,Jayant Parkhi,3067980,STRIKERS,7,7,44,18,14.67,4,75.86,58,RHB,1,1,0,0
3683944,Prashant Puri,3067979,PHOENIX,7,7,43,20,7.17,1,100.00,43,RHB,1,3,0,0
3552794,Prasad Kunal Icon,3067980,STRIKERS,7,7,43,11,7.17,1,59.72,72,RHB,1,0,0,0
10393119,Amit Deshmukh,3067979,PHOENIX,7,6,42,20,8.40,1,91.30,46,RHB,1,3,0,0
16132079,Gaurav Mishra,3067975,Royal Warriors,6,6,39,12,7.80,1,73.58,53,RHB,0,2,0,0
8745736,Vishal,3067973,MAVERICKS,6,6,39,15,6.50,0,100.00,39,RHB,1,5,0,0
2798485,Dhiraj Deshmukh,3067973,MAVERICKS,6,6,37,11,12.33,3,67.27,55,RHB,1,0,0,0
16132644,Swapnil Matte,3067980,STRIKERS,7,7,37,14,5.29,0,54.41,68,RHB,1,0,0,0
10654570,Nilesh Changade,3067975,Royal Warriors,6,6,34,17,5.67,0,100.00,34,RHB,1,2,0,0
16132743,Bobby Venugopal,3067979,PHOENIX,7,6,31,12,6.20,1,58.49,53,RHB,0,1,0,0
5231273,Mitesh Kumar,3067975,Royal Warriors,6,6,26,19,5.20,1,89.66,29,RHB,0,2,0,0
10654571,Arun Raghuwanshi,3067979,PHOENIX,7,7,26,13,3.71,0,63.41,41,RHB,0,2,0,0
12299664,Sudarshan,3067980,STRIKERS,7,4,24,11,6.00,0,57.14,42,RHB,0,1,0,0
16199977,Shahaji Dhumal Rahul Arcus,3067979,PHOENIX,7,7,18,7,3.60,2,56.25,32,RHB,2,0,0,0
4746732,Aradhya Deshmukh,3067973,MAVERICKS,6,5,16,8,3.20,0,55.17,29,RHB,1,1,0,0
16199928,Pushkar Ramdasi,3067980,STRIKERS,7,6,10,5,2.00,1,76.92,13,RHB,1,0,0,0
16132609,Nitesh Gondhalekar,3067975,Royal Warriors,6,4,9,5,4.50,2,39.13,23,RHB,0,0,0,0
16180968,Sagar Jadhav,3067973,MAVERICKS,6,4,8,3,2.67,1,72.73,11,RHB,0,0,0,0
16273443,Swapnil Kortikar Arcus,3067975,Royal Warriors,6,6,8,4,2.00,2,50.00,16,RHB,0,0,0,0
3881514,Raghav,3067975,Royal Warriors,6,4,6,4,2.00,1,42.86,14,RHB,1,0,0,0
16163736,Abhir Joshi,3067979,PHOENIX,7,4,6,5,-,4,150.00,4,RHB,1,0,0,0
16199567,Amer Deep Gurung,3067973,MAVERICKS,6,6,5,3,1.25,2,29.41,17,RHB,0,0,0,0
16199608,Nikhil Dhundale,3067975,Royal Warriors,6,2,2,1,2.00,1,66.67,3,RHB,0,0,0,0
16273268,Anagh Garg Rahul Arcus,3067980,STRIKERS,7,2,2,1,2.00,1,66.67,3,RHB,0,0,0,0
4249093,Ravi,3067980,STRIKERS,7,3,2,1,0.67,0,28.57,7,RHB,0,0,0,0
16273252,Aaditya Patel Rahul Arcus,3067973,MAVERICKS,6,2,1,1,-,2,20.00,5,RHB,0,0,0,0
16273260,Pranav Kamat Rahul Arcus,3067979,PHOENIX,7,1,0,0,-,0,0.00,2,LHB,0,0,0,0
11154306,Shravan Ahire,3067980,STRIKERS,7,1,0,0,-,1,0,0,RHB,0,0,0,0
4814441,Ganesh Shaha,3067973,MAVERICKS,6,2,0,0,-,0,0.00,2,RHB,0,0,0,0
